PassengerId,Survived,Pclass,Sex,Age,Fare,Embarked,Title,FamilySize,Singleton,SmallFamily,LargeFamily
595,Did Not Survive,2,male,37,26.0,S,Mr,2,0,1,0
596,Did Not Survive,3,male,36,24.15,S,Mr,3,0,1,0
597,Survived,2,female,24,33.0,S,Miss,1,1,0,0
598,Did Not Survive,3,male,49,0.0,S,Mr,1,1,0,0
599,Did Not Survive,3,male,26,7.225,C,Mr,1,1,0,0
600,Survived,1,male,49,56.9292,C,Royalty,2,0,1,0
601,Survived,2,female,24,27.0,S,Mrs,4,0,1,0
602,Did Not Survive,3,male,26,7.8958,S,Mr,1,1,0,0
603,Did Not Survive,1,male,40,42.4,S,Mr,1,1,0,0
604,Did Not Survive,3,male,44,8.05,S,Mr,1,1,0,0
605,Survived,1,male,35,26.55,C,Mr,1,1,0,0
606,Did Not Survive,3,male,36,15.55,S,Mr,2,0,1,0
607,Did Not Survive,3,male,30,7.8958,S,Mr,1,1,0,0
608,Survived,1,male,27,30.5,S,Mr,1,1,0,0
609,Survived,2,female,22,41.5792,C,Mrs,4,0,1,0
610,Survived,1,female,40,153.4625,S,Miss,1,1,0,0
611,Did Not Survive,3,female,39,31.275,S,Mrs,7,0,0,1
612,Did Not Survive,3,male,26,7.05,S,Mr,1,1,0,0
613,Survived,3,female,18,15.5,Q,Miss,2,0,1,0
614,Did Not Survive,3,male,26,7.75,Q,Mr,1,1,0,0
615,Did Not Survive,3,male,35,8.05,S,Mr,1,1,0,0
616,Survived,2,female,24,65.0,S,Miss,4,0,1,0
617,Did Not Survive,3,male,34,14.4,S,Mr,3,0,1,0
618,Did Not Survive,3,female,26,16.1,S,Mrs,2,0,1,0
619,Survived,2,female,4,39.0,S,Miss,4,0,1,0
620,Did Not Survive,2,male,26,10.5,S,Mr,1,1,0,0
621,Did Not Survive,3,male,27,14.4542,C,Mr,2,0,1,0
622,Survived,1,male,42,52.5542,S,Mr,2,0,1,0
623,Survived,3,male,20,15.7417,C,Mr,3,0,1,0
624,Did Not Survive,3,male,21,7.8542,S,Mr,1,1,0,0
625,Did Not Survive,3,male,21,16.1,S,Mr,1,1,0,0
626,Did Not Survive,1,male,61,32.3208,S,Mr,1,1,0,0
627,Did Not Survive,2,male,57,12.35,Q,Officer,1,1,0,0
628,Survived,1,female,21,77.9583,S,Miss,1,1,0,0
629,Did Not Survive,3,male,26,7.8958,S,Mr,1,1,0,0
630,Did Not Survive,3,male,26,7.7333,Q,Mr,1,1,0,0
631,Survived,1,male,80,30.0,S,Mr,1,1,0,0
632,Did Not Survive,3,male,51,7.0542,S,Mr,1,1,0,0
633,Survived,1,male,32,30.5,C,Officer,1,1,0,0
634,Did Not Survive,1,male,40,0.0,S,Mr,1,1,0,0
635,Did Not Survive,3,female,9,27.9,S,Miss,6,0,0,1
636,Survived,2,female,28,13.0,S,Miss,1,1,0,0
637,Did Not Survive,3,male,32,7.925,S,Mr,1,1,0,0
638,Did Not Survive,2,male,31,26.25,S,Mr,3,0,1,0
639,Did Not Survive,3,female,41,39.6875,S,Mrs,6,0,0,1
640,Did Not Survive,3,male,26,16.1,S,Mr,2,0,1,0
641,Did Not Survive,3,male,20,7.8542,S,Mr,1,1,0,0
642,Survived,1,female,24,69.3,C,Miss,1,1,0,0
643,Did Not Survive,3,female,2,27.9,S,Miss,6,0,0,1
644,Survived,3,male,26,56.4958,S,Mr,1,1,0,0
645,Survived,3,female,0,19.2583,C,Miss,4,0,1,0
646,Survived,1,male,48,76.7292,C,Mr,2,0,1,0
647,Did Not Survive,3,male,19,7.8958,S,Mr,1,1,0,0
648,Survived,1,male,56,35.5,C,Officer,1,1,0,0
649,Did Not Survive,3,male,26,7.55,S,Mr,1,1,0,0
650,Survived,3,female,23,7.55,S,Miss,1,1,0,0
651,Did Not Survive,3,male,26,7.8958,S,Mr,1,1,0,0
652,Survived,2,female,18,23.0,S,Miss,2,0,1,0
653,Did Not Survive,3,male,21,8.4333,S,Mr,1,1,0,0
654,Survived,3,female,18,7.8292,Q,Miss,1,1,0,0
655,Did Not Survive,3,female,18,6.75,Q,Miss,1,1,0,0
656,Did Not Survive,2,male,24,73.5,S,Mr,3,0,1,0
657,Did Not Survive,3,male,26,7.8958,S,Mr,1,1,0,0
658,Did Not Survive,3,female,32,15.5,Q,Mrs,3,0,1,0
659,Did Not Survive,2,male,23,13.0,S,Mr,1,1,0,0
660,Did Not Survive,1,male,58,113.275,C,Mr,3,0,1,0
661,Survived,1,male,50,133.65,S,Officer,3,0,1,0
662,Did Not Survive,3,male,40,7.225,C,Mr,1,1,0,0
663,Did Not Survive,1,male,47,25.5875,S,Mr,1,1,0,0
664,Did Not Survive,3,male,36,7.4958,S,Mr,1,1,0,0
665,Survived,3,male,20,7.925,S,Mr,2,0,1,0
666,Did Not Survive,2,male,32,73.5,S,Mr,3,0,1,0
667,Did Not Survive,2,male,25,13.0,S,Mr,1,1,0,0
668,Did Not Survive,3,male,26,7.775,S,Mr,1,1,0,0
669,Did Not Survive,3,male,43,8.05,S,Mr,1,1,0,0
670,Survived,1,female,40,52.0,S,Mrs,2,0,1,0
671,Survived,2,female,40,39.0,S,Mrs,3,0,1,0
672,Did Not Survive,1,male,31,52.0,S,Mr,2,0,1,0
673,Did Not Survive,2,male,70,10.5,S,Mr,1,1,0,0
674,Survived,2,male,31,13.0,S,Mr,1,1,0,0
675,Did Not Survive,2,male,31,0.0,S,Mr,1,1,0,0
676,Did Not Survive,3,male,18,7.775,S,Mr,1,1,0,0
677,Did Not Survive,3,male,24,8.05,S,Mr,1,1,0,0
678,Survived,3,female,18,9.8417,S,Miss,1,1,0,0
679,Did Not Survive,3,female,43,46.9,S,Mrs,8,0,0,1
680,Survived,1,male,36,512.3292,C,Mr,2,0,1,0
681,Did Not Survive,3,female,18,8.1375,Q,Miss,1,1,0,0
682,Survived,1,male,27,76.7292,C,Mr,1,1,0,0
683,Did Not Survive,3,male,20,9.225,S,Mr,1,1,0,0
684,Did Not Survive,3,male,14,46.9,S,Mr,8,0,0,1
685,Did Not Survive,2,male,60,39.0,S,Mr,3,0,1,0
686,Did Not Survive,2,male,25,41.5792,C,Mr,4,0,1,0
687,Did Not Survive,3,male,14,39.6875,S,Mr,6,0,0,1
688,Did Not Survive,3,male,19,10.1708,S,Mr,1,1,0,0
689,Did Not Survive,3,male,18,7.7958,S,Mr,1,1,0,0
690,Survived,1,female,15,211.3375,S,Miss,2,0,1,0
691,Survived,1,male,31,57.0,S,Mr,2,0,1,0
692,Survived,3,female,4,13.4167,C,Miss,2,0,1,0
693,Survived,3,male,26,56.4958,S,Mr,1,1,0,0
694,Did Not Survive,3,male,25,7.225,C,Mr,1,1,0,0
695,Did Not Survive,1,male,60,26.55,S,Officer,1,1,0,0
696,Did Not Survive,2,male,52,13.5,S,Mr,1,1,0,0
697,Did Not Survive,3,male,44,8.05,S,Mr,1,1,0,0
698,Survived,3,female,18,7.7333,Q,Miss,1,1,0,0
699,Did Not Survive,1,male,49,110.8833,C,Mr,3,0,1,0
700,Did Not Survive,3,male,42,7.65,S,Mr,1,1,0,0
701,Survived,1,female,18,227.525,C,Mrs,2,0,1,0
702,Survived,1,male,35,26.2875,S,Mr,1,1,0,0
703,Did Not Survive,3,female,18,14.4542,C,Miss,2,0,1,0
704,Did Not Survive,3,male,25,7.7417,Q,Mr,1,1,0,0
705,Did Not Survive,3,male,26,7.8542,S,Mr,2,0,1,0
706,Did Not Survive,2,male,39,26.0,S,Mr,1,1,0,0
707,Survived,2,female,45,13.5,S,Mrs,1,1,0,0
708,Survived,1,male,42,26.2875,S,Mr,1,1,0,0
709,Survived,1,female,22,151.55,S,Miss,1,1,0,0
710,Survived,3,male,4,15.2458,C,Master,3,0,1,0
711,Survived,1,female,24,49.5042,C,Miss,1,1,0,0
712,Did Not Survive,1,male,40,26.55,S,Mr,1,1,0,0
713,Survived,1,male,48,52.0,S,Mr,2,0,1,0
714,Did Not Survive,3,male,29,9.4833,S,Mr,1,1,0,0
715,Did Not Survive,2,male,52,13.0,S,Mr,1,1,0,0
716,Did Not Survive,3,male,19,7.65,S,Mr,1,1,0,0
717,Survived,1,female,38,227.525,C,Miss,1,1,0,0
718,Survived,2,female,27,10.5,S,Miss,1,1,0,0
719,Did Not Survive,3,male,26,15.5,Q,Mr,1,1,0,0
720,Did Not Survive,3,male,33,7.775,S,Mr,1,1,0,0
721,Survived,2,female,6,33.0,S,Miss,2,0,1,0
722,Did Not Survive,3,male,17,7.0542,S,Mr,2,0,1,0
723,Did Not Survive,2,male,34,13.0,S,Mr,1,1,0,0
724,Did Not Survive,2,male,50,13.0,S,Mr,1,1,0,0
725,Survived,1,male,27,53.1,S,Mr,2,0,1,0
726,Did Not Survive,3,male,20,8.6625,S,Mr,1,1,0,0
727,Survived,2,female,30,21.0,S,Mrs,4,0,1,0
728,Survived,3,female,18,7.7375,Q,Miss,1,1,0,0
729,Did Not Survive,2,male,25,26.0,S,Mr,2,0,1,0
730,Did Not Survive,3,female,25,7.925,S,Miss,2,0,1,0
731,Survived,1,female,29,211.3375,S,Miss,1,1,0,0
732,Did Not Survive,3,male,11,18.7875,C,Mr,1,1,0,0
733,Did Not Survive,2,male,31,0.0,S,Mr,1,1,0,0
734,Did Not Survive,2,male,23,13.0,S,Mr,1,1,0,0
735,Did Not Survive,2,male,23,13.0,S,Mr,1,1,0,0
736,Did Not Survive,3,male,28,16.1,S,Mr,1,1,0,0
737,Did Not Survive,3,female,48,34.375,S,Mrs,5,0,0,1
738,Survived,1,male,35,512.3292,C,Mr,1,1,0,0
739,Did Not Survive,3,male,26,7.8958,S,Mr,1,1,0,0
740,Did Not Survive,3,male,26,7.8958,S,Mr,1,1,0,0
741,Survived,1,male,40,30.0,S,Mr,1,1,0,0
742,Did Not Survive,1,male,36,78.85,S,Mr,2,0,1,0
743,Survived,1,female,21,262.375,C,Miss,5,0,0,1
744,Did Not Survive,3,male,24,16.1,S,Mr,2,0,1,0
745,Survived,3,male,31,7.925,S,Mr,1,1,0,0
746,Did Not Survive,1,male,70,71.0,S,Officer,3,0,1,0
747,Did Not Survive,3,male,16,20.25,S,Mr,3,0,1,0
748,Survived,2,female,30,13.0,S,Miss,1,1,0,0
749,Did Not Survive,1,male,19,53.1,S,Mr,2,0,1,0
750,Did Not Survive,3,male,31,7.75,Q,Mr,1,1,0,0
751,Survived,2,female,4,23.0,S,Miss,3,0,1,0
752,Survived,3,male,6,12.475,S,Master,2,0,1,0
753,Did Not Survive,3,male,33,9.5,S,Mr,1,1,0,0
754,Did Not Survive,3,male,23,7.8958,S,Mr,1,1,0,0
755,Survived,2,female,48,65.0,S,Mrs,4,0,1,0
756,Survived,2,male,0,14.5,S,Master,3,0,1,0
757,Did Not Survive,3,male,28,7.7958,S,Mr,1,1,0,0
758,Did Not Survive,2,male,18,11.5,S,Mr,1,1,0,0
759,Did Not Survive,3,male,34,8.05,S,Mr,1,1,0,0
760,Survived,1,female,33,86.5,S,Royalty,1,1,0,0
761,Did Not Survive,3,male,26,14.5,S,Mr,1,1,0,0
762,Did Not Survive,3,male,41,7.125,S,Mr,1,1,0,0
763,Survived,3,male,20,7.2292,C,Mr,1,1,0,0
764,Survived,1,female,36,120.0,S,Mrs,4,0,1,0
765,Did Not Survive,3,male,16,7.775,S,Mr,1,1,0,0
766,Survived,1,female,51,77.9583,S,Mrs,2,0,1,0
767,Did Not Survive,1,male,51,39.6,C,Officer,1,1,0,0
768,Did Not Survive,3,female,30,7.75,Q,Miss,1,1,0,0
769,Did Not Survive,3,male,26,24.15,Q,Mr,2,0,1,0
770,Did Not Survive,3,male,32,8.3625,S,Mr,1,1,0,0
771,Did Not Survive,3,male,24,9.5,S,Mr,1,1,0,0
772,Did Not Survive,3,male,48,7.8542,S,Mr,1,1,0,0
773,Did Not Survive,2,female,57,10.5,S,Mrs,1,1,0,0
774,Did Not Survive,3,male,26,7.225,C,Mr,1,1,0,0
775,Survived,2,female,54,23.0,S,Mrs,5,0,0,1
776,Did Not Survive,3,male,18,7.75,S,Mr,1,1,0,0
777,Did Not Survive,3,male,26,7.75,Q,Mr,1,1,0,0
778,Survived,3,female,5,12.475,S,Miss,1,1,0,0
779,Did Not Survive,3,male,26,7.7375,Q,Mr,1,1,0,0
780,Survived,1,female,43,211.3375,S,Mrs,2,0,1,0
781,Survived,3,female,13,7.2292,C,Miss,1,1,0,0
782,Survived,1,female,17,57.0,S,Mrs,2,0,1,0
783,Did Not Survive,1,male,29,30.0,S,Mr,1,1,0,0
784,Did Not Survive,3,male,26,23.45,S,Mr,4,0,1,0
785,Did Not Survive,3,male,25,7.05,S,Mr,1,1,0,0
786,Did Not Survive,3,male,25,7.25,S,Mr,1,1,0,0
787,Survived,3,female,18,7.4958,S,Miss,1,1,0,0
788,Did Not Survive,3,male,8,29.125,Q,Master,6,0,0,1
789,Survived,3,male,1,20.575,S,Master,4,0,1,0
790,Did Not Survive,1,male,46,79.2,C,Mr,1,1,0,0
791,Did Not Survive,3,male,26,7.75,Q,Mr,1,1,0,0
792,Did Not Survive,2,male,16,26.0,S,Mr,1,1,0,0
793,Did Not Survive,3,female,18,69.55,S,Miss,11,0,0,1
794,Did Not Survive,1,male,40,30.6958,C,Mr,1,1,0,0
795,Did Not Survive,3,male,25,7.8958,S,Mr,1,1,0,0
796,Did Not Survive,2,male,39,13.0,S,Mr,1,1,0,0
797,Survived,1,female,49,25.9292,S,Officer,1,1,0,0
798,Survived,3,female,31,8.6833,S,Mrs,1,1,0,0
799,Did Not Survive,3,male,30,7.2292,C,Mr,1,1,0,0
800,Did Not Survive,3,female,30,24.15,S,Mrs,3,0,1,0
801,Did Not Survive,2,male,34,13.0,S,Mr,1,1,0,0
802,Survived,2,female,31,26.25,S,Mrs,3,0,1,0
803,Survived,1,male,11,120.0,S,Master,4,0,1,0
804,Survived,3,male,0,8.5167,C,Master,2,0,1,0
805,Survived,3,male,27,6.975,S,Mr,1,1,0,0
806,Did Not Survive,3,male,31,7.775,S,Mr,1,1,0,0
807,Did Not Survive,1,male,39,0.0,S,Mr,1,1,0,0
808,Did Not Survive,3,female,18,7.775,S,Miss,1,1,0,0
809,Did Not Survive,2,male,39,13.0,S,Mr,1,1,0,0
810,Survived,1,female,33,53.1,S,Mrs,2,0,1,0
811,Did Not Survive,3,male,26,7.8875,S,Mr,1,1,0,0
812,Did Not Survive,3,male,39,24.15,S,Mr,1,1,0,0
813,Did Not Survive,2,male,35,10.5,S,Mr,1,1,0,0
814,Did Not Survive,3,female,6,31.275,S,Miss,7,0,0,1
815,Did Not Survive,3,male,30,8.05,S,Mr,1,1,0,0
816,Did Not Survive,1,male,40,0.0,S,Mr,1,1,0,0
817,Did Not Survive,3,female,23,7.925,S,Miss,1,1,0,0
818,Did Not Survive,2,male,31,37.0042,C,Mr,3,0,1,0
819,Did Not Survive,3,male,43,6.45,S,Mr,1,1,0,0
820,Did Not Survive,3,male,10,27.9,S,Master,6,0,0,1
821,Survived,1,female,52,93.5,S,Mrs,3,0,1,0
822,Survived,3,male,27,8.6625,S,Mr,1,1,0,0
823,Did Not Survive,1,male,38,0.0,S,Royalty,1,1,0,0
824,Survived,3,female,27,12.475,S,Mrs,2,0,1,0
825,Did Not Survive,3,male,2,39.6875,S,Master,6,0,0,1
826,Did Not Survive,3,male,26,6.95,Q,Mr,1,1,0,0
827,Did Not Survive,3,male,26,56.4958,S,Mr,1,1,0,0
828,Survived,2,male,1,37.0042,C,Master,3,0,1,0
829,Survived,3,male,26,7.75,Q,Mr,1,1,0,0
830,Survived,1,female,62,80.0,S,Mrs,1,1,0,0
831,Survived,3,female,15,14.4542,C,Mrs,2,0,1,0
832,Survived,2,male,0,18.75,S,Master,3,0,1,0
833,Did Not Survive,3,male,26,7.2292,C,Mr,1,1,0,0
834,Did Not Survive,3,male,23,7.8542,S,Mr,1,1,0,0
835,Did Not Survive,3,male,18,8.3,S,Mr,1,1,0,0
836,Survived,1,female,39,83.1583,C,Miss,3,0,1,0
837,Did Not Survive,3,male,21,8.6625,S,Mr,1,1,0,0
838,Did Not Survive,3,male,26,8.05,S,Mr,1,1,0,0
839,Survived,3,male,32,56.4958,S,Mr,1,1,0,0
840,Survived,1,male,40,29.7,C,Mr,1,1,0,0
841,Did Not Survive,3,male,20,7.925,S,Mr,1,1,0,0
842,Did Not Survive,2,male,16,10.5,S,Mr,1,1,0,0
843,Survived,1,female,30,31.0,C,Miss,1,1,0,0
844,Did Not Survive,3,male,34,6.4375,C,Mr,1,1,0,0
845,Did Not Survive,3,male,17,8.6625,S,Mr,1,1,0,0
846,Did Not Survive,3,male,42,7.55,S,Mr,1,1,0,0
847,Did Not Survive,3,male,26,69.55,S,Mr,11,0,0,1
848,Did Not Survive,3,male,35,7.8958,C,Mr,1,1,0,0
849,Did Not Survive,2,male,28,33.0,S,Officer,2,0,1,0
850,Survived,1,female,40,89.1042,C,Mrs,2,0,1,0
851,Did Not Survive,3,male,4,31.275,S,Master,7,0,0,1
852,Did Not Survive,3,male,74,7.775,S,Mr,1,1,0,0
853,Did Not Survive,3,female,9,15.2458,C,Miss,3,0,1,0
854,Survived,1,female,16,39.4,S,Miss,2,0,1,0
855,Did Not Survive,2,female,44,26.0,S,Mrs,2,0,1,0
856,Survived,3,female,18,9.35,S,Mrs,2,0,1,0
857,Survived,1,female,45,164.8667,S,Mrs,3,0,1,0
858,Survived,1,male,51,26.55,S,Mr,1,1,0,0
859,Survived,3,female,24,19.2583,C,Mrs,4,0,1,0
860,Did Not Survive,3,male,26,7.2292,C,Mr,1,1,0,0
861,Did Not Survive,3,male,41,14.1083,S,Mr,3,0,1,0
862,Did Not Survive,2,male,21,11.5,S,Mr,2,0,1,0
863,Survived,1,female,48,25.9292,S,Mrs,1,1,0,0
864,Did Not Survive,3,female,18,69.55,S,Miss,11,0,0,1
865,Did Not Survive,2,male,24,13.0,S,Mr,1,1,0,0
866,Survived,2,female,42,13.0,S,Mrs,1,1,0,0
867,Survived,2,female,27,13.8583,C,Miss,2,0,1,0
868,Did Not Survive,1,male,31,50.4958,S,Mr,1,1,0,0
869,Did Not Survive,3,male,26,9.5,S,Mr,1,1,0,0
870,Survived,3,male,4,11.1333,S,Master,3,0,1,0
871,Did Not Survive,3,male,26,7.8958,S,Mr,1,1,0,0
872,Survived,1,female,47,52.5542,S,Mrs,3,0,1,0
873,Did Not Survive,1,male,33,5.0,S,Mr,1,1,0,0
874,Did Not Survive,3,male,47,9.0,S,Mr,1,1,0,0
875,Survived,2,female,28,24.0,C,Mrs,2,0,1,0
876,Survived,3,female,15,7.225,C,Miss,1,1,0,0
877,Did Not Survive,3,male,20,9.8458,S,Mr,1,1,0,0
878,Did Not Survive,3,male,19,7.8958,S,Mr,1,1,0,0
879,Did Not Survive,3,male,26,7.8958,S,Mr,1,1,0,0
880,Survived,1,female,56,83.1583,C,Mrs,2,0,1,0
881,Survived,2,female,25,26.0,S,Mrs,2,0,1,0
882,Did Not Survive,3,male,33,7.8958,S,Mr,1,1,0,0
883,Did Not Survive,3,female,22,10.5167,S,Miss,1,1,0,0
884,Did Not Survive,2,male,28,10.5,S,Mr,1,1,0,0
885,Did Not Survive,3,male,25,7.05,S,Mr,1,1,0,0
886,Did Not Survive,3,female,39,29.125,Q,Mrs,6,0,0,1
887,Did Not Survive,2,male,27,13.0,S,Officer,1,1,0,0
888,Survived,1,female,19,30.0,S,Miss,1,1,0,0
889,Did Not Survive,3,female,18,23.45,S,Miss,4,0,1,0
890,Survived,1,male,26,30.0,C,Mr,1,1,0,0
891,Did Not Survive,3,male,32,7.75,Q,Mr,1,1,0,0
